source_dataset,case_id,base_case_id,split_group,source_split,operation_id,axis,pp,pp0,llcoil,rrc,nncoil,rrce,zzc,fields_npz,structure_npz
legacy_stage4,case_g047_op03,case_g047,case_g047,train,op03,0.0,2913.984,0.005855,1.4815,8.3751,5.0,27.9323,0.0705,fields/case_g047_op03.npz,structure_features/case_g047_op03.npz
legacy_stage4,case_g047_op04,case_g047,case_g047,train,op04,0.0,1140.751,0.019738,1.4815,8.3751,5.0,27.9323,0.0705,fields/case_g047_op04.npz,structure_features/case_g047_op04.npz
legacy_stage4,case_g047_op05,case_g047,case_g047,train,op05,0.0,505.725,0.094646,1.4815,8.3751,5.0,27.9323,0.0705,fields/case_g047_op05.npz,structure_features/case_g047_op05.npz
legacy_stage4,case_g047_op06,case_g047,case_g047,train,op06,0.0,2044.711,0.031925,1.4815,8.3751,5.0,27.9323,0.0705,fields/case_g047_op06.npz,structure_features/case_g047_op06.npz
legacy_stage4,case_g048_op01,case_g048,case_g048,train,op01,0.0,2090.044,0.015468,0.9815,4.8642,4.0,22.5178,4.1875,fields/case_g048_op01.npz,structure_features/case_g048_op01.npz
legacy_stage4,case_g048_op02,case_g048,case_g048,train,op02,0.0,2454.964,0.023225,0.9815,4.8642,4.0,22.5178,4.1875,fields/case_g048_op02.npz,structure_features/case_g048_op02.npz
legacy_stage4,case_g048_op03,case_g048,case_g048,train,op03,0.0,1493.72,0.008646,0.9815,4.8642,4.0,22.5178,4.1875,fields/case_g048_op03.npz,structure_features/case_g048_op03.npz
legacy_stage4,case_g048_op04,case_g048,case_g048,train,op04,0.0,868.996,0.046723,0.9815,4.8642,4.0,22.5178,4.1875,fields/case_g048_op04.npz,structure_features/case_g048_op04.npz
legacy_stage4,case_g048_op05,case_g048,case_g048,train,op05,0.0,1017.5,0.07855,0.9815,4.8642,4.0,22.5178,4.1875,fields/case_g048_op05.npz,structure_features/case_g048_op05.npz
legacy_stage4,case_g048_op06,case_g048,case_g048,train,op06,0.0,2902.307,0.00398,0.9815,4.8642,4.0,22.5178,4.1875,fields/case_g048_op06.npz,structure_features/case_g048_op06.npz
legacy_stage4,case_g049_op01,case_g049,case_g049,train,op01,0.0,2817.491,0.00531,0.5798,3.1007,3.0,24.5572,1.4788,fields/case_g049_op01.npz,structure_features/case_g049_op01.npz
legacy_stage4,case_g049_op02,case_g049,case_g049,train,op02,0.0,781.667,0.066353,0.5798,3.1007,3.0,24.5572,1.4788,fields/case_g049_op02.npz,structure_features/case_g049_op02.npz
legacy_stage4,case_g049_op03,case_g049,case_g049,train,op03,0.0,2151.38,0.041339,0.5798,3.1007,3.0,24.5572,1.4788,fields/case_g049_op03.npz,structure_features/case_g049_op03.npz
legacy_stage4,case_g049_op04,case_g049,case_g049,train,op04,0.0,1494.212,0.009165,0.5798,3.1007,3.0,24.5572,1.4788,fields/case_g049_op04.npz,structure_features/case_g049_op04.npz
legacy_stage4,case_g049_op05,case_g049,case_g049,train,op05,0.0,1220.207,0.014383,0.5798,3.1007,3.0,24.5572,1.4788,fields/case_g049_op05.npz,structure_features/case_g049_op05.npz
legacy_stage4,case_g049_op06,case_g049,case_g049,train,op06,0.0,2314.731,0.030967,0.5798,3.1007,3.0,24.5572,1.4788,fields/case_g049_op06.npz,structure_features/case_g049_op06.npz
legacy_stage4,case_g050_op01,case_g050,case_g050,train,op01,0.0,2826.787,0.036798,0.7141,6.7937,5.0,25.1542,3.3421,fields/case_g050_op01.npz,structure_features/case_g050_op01.npz
legacy_stage4,case_g050_op02,case_g050,case_g050,train,op02,0.0,517.347,0.022304,0.7141,6.7937,5.0,25.1542,3.3421,fields/case_g050_op02.npz,structure_features/case_g050_op02.npz
legacy_stage4,case_g050_op03,case_g050,case_g050,train,op03,0.0,2561.731,0.060639,0.7141,6.7937,5.0,25.1542,3.3421,fields/case_g050_op03.npz,structure_features/case_g050_op03.npz
legacy_stage4,case_g050_op04,case_g050,case_g050,train,op04,0.0,2001.61,0.003518,0.7141,6.7937,5.0,25.1542,3.3421,fields/case_g050_op04.npz,structure_features/case_g050_op04.npz
legacy_stage4,case_g050_op05,case_g050,case_g050,train,op05,0.0,925.959,0.008606,0.7141,6.7937,5.0,25.1542,3.3421,fields/case_g050_op05.npz,structure_features/case_g050_op05.npz
legacy_stage4,case_g050_op06,case_g050,case_g050,train,op06,0.0,1726.913,0.009789,0.7141,6.7937,5.0,25.1542,3.3421,fields/case_g050_op06.npz,structure_features/case_g050_op06.npz
legacy_stage4,case_g051_op01,case_g051,case_g051,train,op01,0.0,2850.063,0.087659,1.3733,8.6493,3.0,26.9035,4.5524,fields/case_g051_op01.npz,structure_features/case_g051_op01.npz
legacy_stage4,case_g051_op02,case_g051,case_g051,train,op02,0.0,2145.649,0.019365,1.3733,8.6493,3.0,26.9035,4.5524,fields/case_g051_op02.npz,structure_features/case_g051_op02.npz
legacy_stage4,case_g051_op03,case_g051,case_g051,train,op03,0.0,1155.89,0.00992,1.3733,8.6493,3.0,26.9035,4.5524,fields/case_g051_op03.npz,structure_features/case_g051_op03.npz
legacy_stage4,case_g051_op04,case_g051,case_g051,train,op04,0.0,749.778,0.036531,1.3733,8.6493,3.0,26.9035,4.5524,fields/case_g051_op04.npz,structure_features/case_g051_op04.npz
legacy_stage4,case_g051_op05,case_g051,case_g051,train,op05,0.0,2424.545,0.008988,1.3733,8.6493,3.0,26.9035,4.5524,fields/case_g051_op05.npz,structure_features/case_g051_op05.npz
legacy_stage4,case_g051_op06,case_g051,case_g051,train,op06,0.0,1642.247,0.005121,1.3733,8.6493,3.0,26.9035,4.5524,fields/case_g051_op06.npz,structure_features/case_g051_op06.npz
legacy_stage4,case_g052_op01,case_g052,case_g052,train,op01,0.0,766.731,0.057702,0.7954,6.5974,2.0,29.5972,0.6287,fields/case_g052_op01.npz,structure_features/case_g052_op01.npz
legacy_stage4,case_g052_op02,case_g052,case_g052,train,op02,0.0,2499.106,0.033356,0.7954,6.5974,2.0,29.5972,0.6287,fields/case_g052_op02.npz,structure_features/case_g052_op02.npz
legacy_stage4,case_g052_op03,case_g052,case_g052,train,op03,0.0,1604.199,0.005334,0.7954,6.5974,2.0,29.5972,0.6287,fields/case_g052_op03.npz,structure_features/case_g052_op03.npz
legacy_stage4,case_g052_op04,case_g052,case_g052,train,op04,0.0,2718.429,0.027067,0.7954,6.5974,2.0,29.5972,0.6287,fields/case_g052_op04.npz,structure_features/case_g052_op04.npz
legacy_stage4,case_g052_op05,case_g052,case_g052,train,op05,0.0,1800.957,0.010712,0.7954,6.5974,2.0,29.5972,0.6287,fields/case_g052_op05.npz,structure_features/case_g052_op05.npz
legacy_stage4,case_g052_op06,case_g052,case_g052,train,op06,0.0,1202.183,0.008187,0.7954,6.5974,2.0,29.5972,0.6287,fields/case_g052_op06.npz,structure_features/case_g052_op06.npz
legacy_stage4,case_g053_op01,case_g053,case_g053,train,op01,0.0,2537.715,0.01919,1.1818,4.2127,4.0,27.2901,1.0463,fields/case_g053_op01.npz,structure_features/case_g053_op01.npz
legacy_stage4,case_g053_op02,case_g053,case_g053,train,op02,0.0,1908.205,0.011809,1.1818,4.2127,4.0,27.2901,1.0463,fields/case_g053_op02.npz,structure_features/case_g053_op02.npz
legacy_stage4,case_g053_op03,case_g053,case_g053,train,op03,0.0,1141.659,0.033384,1.1818,4.2127,4.0,27.2901,1.0463,fields/case_g053_op03.npz,structure_features/case_g053_op03.npz
legacy_stage4,case_g053_op04,case_g053,case_g053,train,op04,0.0,2913.91,0.071061,1.1818,4.2127,4.0,27.2901,1.0463,fields/case_g053_op04.npz,structure_features/case_g053_op04.npz
legacy_stage4,case_g053_op05,case_g053,case_g053,train,op05,0.0,805.664,0.00505,1.1818,4.2127,4.0,27.2901,1.0463,fields/case_g053_op05.npz,structure_features/case_g053_op05.npz
legacy_stage4,case_g053_op06,case_g053,case_g053,train,op06,0.0,1434.857,0.005652,1.1818,4.2127,4.0,27.2901,1.0463,fields/case_g053_op06.npz,structure_features/case_g053_op06.npz
legacy_stage4,case_g054_op01,case_g054,case_g054,train,op01,0.0,2229.45,0.065513,0.6004,9.4474,4.0,20.2625,3.4984,fields/case_g054_op01.npz,structure_features/case_g054_op01.npz
legacy_stage4,case_g054_op02,case_g054,case_g054,train,op02,0.0,2940.484,0.010172,0.6004,9.4474,4.0,20.2625,3.4984,fields/case_g054_op02.npz,structure_features/case_g054_op02.npz
legacy_stage4,case_g054_op03,case_g054,case_g054,train,op03,0.0,551.562,0.006481,0.6004,9.4474,4.0,20.2625,3.4984,fields/case_g054_op03.npz,structure_features/case_g054_op03.npz
legacy_stage4,case_g054_op04,case_g054,case_g054,train,op04,0.0,1887.822,0.005175,0.6004,9.4474,4.0,20.2625,3.4984,fields/case_g054_op04.npz,structure_features/case_g054_op04.npz
legacy_stage4,case_g054_op05,case_g054,case_g054,train,op05,0.0,1732.101,0.040643,0.6004,9.4474,4.0,20.2625,3.4984,fields/case_g054_op05.npz,structure_features/case_g054_op05.npz
legacy_stage4,case_g054_op06,case_g054,case_g054,train,op06,0.0,1201.513,0.020114,0.6004,9.4474,4.0,20.2625,3.4984,fields/case_g054_op06.npz,structure_features/case_g054_op06.npz
legacy_stage4,case_g055_op01,case_g055,case_g055,val,op01,0.0,935.257,0.005034,1.1582,3.6694,2.0,27.0803,2.5807,fields/case_g055_op01.npz,structure_features/case_g055_op01.npz
legacy_stage4,case_g055_op02,case_g055,case_g055,val,op02,0.0,2241.475,0.007836,1.1582,3.6694,2.0,27.0803,2.5807,fields/case_g055_op02.npz,structure_features/case_g055_op02.npz
legacy_stage4,case_g055_op03,case_g055,case_g055,val,op03,0.0,765.152,0.064382,1.1582,3.6694,2.0,27.0803,2.5807,fields/case_g055_op03.npz,structure_features/case_g055_op03.npz
legacy_stage4,case_g055_op04,case_g055,case_g055,val,op04,0.0,1613.253,0.0216,1.1582,3.6694,2.0,27.0803,2.5807,fields/case_g055_op04.npz,structure_features/case_g055_op04.npz
legacy_stage4,case_g055_op05,case_g055,case_g055,val,op05,0.0,2098.915,0.01231,1.1582,3.6694,2.0,27.0803,2.5807,fields/case_g055_op05.npz,structure_features/case_g055_op05.npz
legacy_stage4,case_g055_op06,case_g055,case_g055,val,op06,0.0,2747.169,0.040032,1.1582,3.6694,2.0,27.0803,2.5807,fields/case_g055_op06.npz,structure_features/case_g055_op06.npz
legacy_stage4,case_g056_op01,case_g056,case_g056,train,op01,0.0,2456.3,0.028441,0.6201,5.5094,5.0,28.9418,4.1562,fields/case_g056_op01.npz,structure_features/case_g056_op01.npz
legacy_stage4,case_g056_op02,case_g056,case_g056,train,op02,0.0,2705.914,0.00368,0.6201,5.5094,5.0,28.9418,4.1562,fields/case_g056_op02.npz,structure_features/case_g056_op02.npz
legacy_stage4,case_g056_op03,case_g056,case_g056,train,op03,0.0,1034.147,0.053739,0.6201,5.5094,5.0,28.9418,4.1562,fields/case_g056_op03.npz,structure_features/case_g056_op03.npz
legacy_stage4,case_g056_op04,case_g056,case_g056,train,op04,0.0,1878.774,0.017126,0.6201,5.5094,5.0,28.9418,4.1562,fields/case_g056_op04.npz,structure_features/case_g056_op04.npz
legacy_stage4,case_g056_op05,case_g056,case_g056,train,op05,0.0,781.373,0.008896,0.6201,5.5094,5.0,28.9418,4.1562,fields/case_g056_op05.npz,structure_features/case_g056_op05.npz
legacy_stage4,case_g056_op06,case_g056,case_g056,train,op06,0.0,1392.954,0.05768,0.6201,5.5094,5.0,28.9418,4.1562,fields/case_g056_op06.npz,structure_features/case_g056_op06.npz
legacy_stage4,case_g057_op01,case_g057,case_g057,train,op01,0.0,555.866,0.011268,1.2986,7.2123,4.0,27.5701,1.8568,fields/case_g057_op01.npz,structure_features/case_g057_op01.npz
legacy_stage4,case_g057_op02,case_g057,case_g057,train,op02,0.0,1175.122,0.003807,1.2986,7.2123,4.0,27.5701,1.8568,fields/case_g057_op02.npz,structure_features/case_g057_op02.npz
legacy_stage4,case_g057_op03,case_g057,case_g057,train,op03,0.0,2837.68,0.025079,1.2986,7.2123,4.0,27.5701,1.8568,fields/case_g057_op03.npz,structure_features/case_g057_op03.npz
legacy_stage4,case_g057_op04,case_g057,case_g057,train,op04,0.0,1725.389,0.03578,1.2986,7.2123,4.0,27.5701,1.8568,fields/case_g057_op04.npz,structure_features/case_g057_op04.npz
legacy_stage4,case_g057_op05,case_g057,case_g057,train,op05,0.0,2096.795,0.075927,1.2986,7.2123,4.0,27.5701,1.8568,fields/case_g057_op05.npz,structure_features/case_g057_op05.npz
legacy_stage4,case_g057_op06,case_g057,case_g057,train,op06,0.0,2551.299,0.007061,1.2986,7.2123,4.0,27.5701,1.8568,fields/case_g057_op06.npz,structure_features/case_g057_op06.npz
legacy_stage4,case_g058_op01,case_g058,case_g058,train,op01,0.0,2012.861,0.014973,1.3344,9.6987,4.0,22.4029,3.7083,fields/case_g058_op01.npz,structure_features/case_g058_op01.npz
legacy_stage4,case_g058_op02,case_g058,case_g058,train,op02,0.0,2552.604,0.027378,1.3344,9.6987,4.0,22.4029,3.7083,fields/case_g058_op02.npz,structure_features/case_g058_op02.npz
legacy_stage4,case_g058_op03,case_g058,case_g058,train,op03,0.0,1024.806,0.033465,1.3344,9.6987,4.0,22.4029,3.7083,fields/case_g058_op03.npz,structure_features/case_g058_op03.npz
legacy_stage4,case_g058_op04,case_g058,case_g058,train,op04,0.0,1509.796,0.066305,1.3344,9.6987,4.0,22.4029,3.7083,fields/case_g058_op04.npz,structure_features/case_g058_op04.npz
legacy_stage4,case_g058_op05,case_g058,case_g058,train,op05,0.0,2902.557,0.007694,1.3344,9.6987,4.0,22.4029,3.7083,fields/case_g058_op05.npz,structure_features/case_g058_op05.npz
legacy_stage4,case_g058_op06,case_g058,case_g058,train,op06,0.0,768.171,0.004344,1.3344,9.6987,4.0,22.4029,3.7083,fields/case_g058_op06.npz,structure_features/case_g058_op06.npz
legacy_stage4,case_g059_op01,case_g059,case_g059,train,op01,0.0,1863.233,0.012296,1.264,8.969,5.0,27.6773,2.4025,fields/case_g059_op01.npz,structure_features/case_g059_op01.npz
legacy_stage4,case_g059_op02,case_g059,case_g059,train,op02,0.0,1367.0,0.017931,1.264,8.969,5.0,27.6773,2.4025,fields/case_g059_op02.npz,structure_features/case_g059_op02.npz
legacy_stage4,case_g059_op03,case_g059,case_g059,train,op03,0.0,1245.585,0.092113,1.264,8.969,5.0,27.6773,2.4025,fields/case_g059_op03.npz,structure_features/case_g059_op03.npz
legacy_stage4,case_g059_op04,case_g059,case_g059,train,op04,0.0,843.867,0.037631,1.264,8.969,5.0,27.6773,2.4025,fields/case_g059_op04.npz,structure_features/case_g059_op04.npz
legacy_stage4,case_g059_op05,case_g059,case_g059,train,op05,0.0,2469.133,0.004049,1.264,8.969,5.0,27.6773,2.4025,fields/case_g059_op05.npz,structure_features/case_g059_op05.npz
legacy_stage4,case_g059_op06,case_g059,case_g059,train,op06,0.0,2942.465,0.00912,1.264,8.969,5.0,27.6773,2.4025,fields/case_g059_op06.npz,structure_features/case_g059_op06.npz
legacy_stage4,case_g060_op01,case_g060,case_g060,train,op01,0.0,1702.541,0.020779,0.9226,6.036,2.0,29.14,4.84,fields/case_g060_op01.npz,structure_features/case_g060_op01.npz
legacy_stage4,case_g060_op02,case_g060,case_g060,train,op02,0.0,700.132,0.006247,0.9226,6.036,2.0,29.14,4.84,fields/case_g060_op02.npz,structure_features/case_g060_op02.npz
legacy_stage4,case_g060_op03,case_g060,case_g060,train,op03,0.0,1100.74,0.057308,0.9226,6.036,2.0,29.14,4.84,fields/case_g060_op03.npz,structure_features/case_g060_op03.npz
legacy_stage4,case_g060_op04,case_g060,case_g060,train,op04,0.0,2235.127,0.046489,0.9226,6.036,2.0,29.14,4.84,fields/case_g060_op04.npz,structure_features/case_g060_op04.npz
legacy_stage4,case_g060_op05,case_g060,case_g060,train,op05,0.0,2821.78,0.004518,0.9226,6.036,2.0,29.14,4.84,fields/case_g060_op05.npz,structure_features/case_g060_op05.npz
legacy_stage4,case_g060_op06,case_g060,case_g060,train,op06,0.0,1796.647,0.010978,0.9226,6.036,2.0,29.14,4.84,fields/case_g060_op06.npz,structure_features/case_g060_op06.npz
v43_structure,v43_tr_n2_anchor_a__center,train_fixed_n2,train_fixed_n2,train,center,0.0,1758.995,0.017931,1.0,3.5,2.0,47.5,2.5,fields/v43_tr_n2_anchor_a__center.npz,structure_features/v43_tr_n2_anchor_a__center.npz
v43_structure,v43_tr_n2_anchor_a__low_low,train_fixed_n2,train_fixed_n2,train,low_low,0.0,1141.205,0.0073285,1.0,3.5,2.0,47.5,2.5,fields/v43_tr_n2_anchor_a__low_low.npz,structure_features/v43_tr_n2_anchor_a__low_low.npz
v43_structure,v43_tr_n2_anchor_a__high_low,train_fixed_n2,train_fixed_n2,train,high_low,0.0,2409.13,0.0073285,1.0,3.5,2.0,47.5,2.5,fields/v43_tr_n2_anchor_a__high_low.npz,structure_features/v43_tr_n2_anchor_a__high_low.npz
v43_structure,v43_tr_n2_anchor_a__low_high,train_fixed_n2,train_fixed_n2,train,low_high,0.0,1141.205,0.0405195,1.0,3.5,2.0,47.5,2.5,fields/v43_tr_n2_anchor_a__low_high.npz,structure_features/v43_tr_n2_anchor_a__low_high.npz
v43_structure,v43_tr_n2_anchor_a__high_high,train_fixed_n2,train_fixed_n2,train,high_high,0.0,2409.13,0.0405195,1.0,3.5,2.0,47.5,2.5,fields/v43_tr_n2_anchor_a__high_high.npz,structure_features/v43_tr_n2_anchor_a__high_high.npz
v43_structure,v43_tr_n2_anchor_b__center,train_fixed_n2,train_fixed_n2,train,center,0.0,1758.995,0.017931,1.1,5.45,2.0,41.45,1.5,fields/v43_tr_n2_anchor_b__center.npz,structure_features/v43_tr_n2_anchor_b__center.npz
v43_structure,v43_tr_n2_anchor_b__low_low,train_fixed_n2,train_fixed_n2,train,low_low,0.0,1141.205,0.0073285,1.1,5.45,2.0,41.45,1.5,fields/v43_tr_n2_anchor_b__low_low.npz,structure_features/v43_tr_n2_anchor_b__low_low.npz
v43_structure,v43_tr_n2_anchor_b__high_low,train_fixed_n2,train_fixed_n2,train,high_low,0.0,2409.13,0.0073285,1.1,5.45,2.0,41.45,1.5,fields/v43_tr_n2_anchor_b__high_low.npz,structure_features/v43_tr_n2_anchor_b__high_low.npz
v43_structure,v43_tr_n2_anchor_b__low_high,train_fixed_n2,train_fixed_n2,train,low_high,0.0,1141.205,0.0405195,1.1,5.45,2.0,41.45,1.5,fields/v43_tr_n2_anchor_b__low_high.npz,structure_features/v43_tr_n2_anchor_b__low_high.npz
v43_structure,v43_tr_n2_anchor_b__high_high,train_fixed_n2,train_fixed_n2,train,high_high,0.0,2409.13,0.0405195,1.1,5.45,2.0,41.45,1.5,fields/v43_tr_n2_anchor_b__high_high.npz,structure_features/v43_tr_n2_anchor_b__high_high.npz
v43_structure,v43_tr_n2_radial_minus__center,train_fixed_n2,train_fixed_n2,train,center,0.0,1758.995,0.017931,1.0,2.7,2.0,48.3,2.5,fields/v43_tr_n2_radial_minus__center.npz,structure_features/v43_tr_n2_radial_minus__center.npz
v43_structure,v43_tr_n2_radial_minus__low_low,train_fixed_n2,train_fixed_n2,train,low_low,0.0,1141.205,0.0073285,1.0,2.7,2.0,48.3,2.5,fields/v43_tr_n2_radial_minus__low_low.npz,structure_features/v43_tr_n2_radial_minus__low_low.npz
v43_structure,v43_tr_n2_radial_minus__high_low,train_fixed_n2,train_fixed_n2,train,high_low,0.0,2409.13,0.0073285,1.0,2.7,2.0,48.3,2.5,fields/v43_tr_n2_radial_minus__high_low.npz,structure_features/v43_tr_n2_radial_minus__high_low.npz
v43_structure,v43_tr_n2_radial_minus__low_high,train_fixed_n2,train_fixed_n2,train,low_high,0.0,1141.205,0.0405195,1.0,2.7,2.0,48.3,2.5,fields/v43_tr_n2_radial_minus__low_high.npz,structure_features/v43_tr_n2_radial_minus__low_high.npz
v43_structure,v43_tr_n2_radial_minus__high_high,train_fixed_n2,train_fixed_n2,train,high_high,0.0,2409.13,0.0405195,1.0,2.7,2.0,48.3,2.5,fields/v43_tr_n2_radial_minus__high_high.npz,structure_features/v43_tr_n2_radial_minus__high_high.npz
v43_structure,v43_tr_n2_radial_plus__center,train_fixed_n2,train_fixed_n2,train,center,0.0,1758.995,0.017931,1.0,4.3,2.0,46.7,2.5,fields/v43_tr_n2_radial_plus__center.npz,structure_features/v43_tr_n2_radial_plus__center.npz
v43_structure,v43_tr_n2_radial_plus__low_low,train_fixed_n2,train_fixed_n2,train,low_low,0.0,1141.205,0.0073285,1.0,4.3,2.0,46.7,2.5,fields/v43_tr_n2_radial_plus__low_low.npz,structure_features/v43_tr_n2_radial_plus__low_low.npz
v43_structure,v43_tr_n2_radial_plus__high_low,train_fixed_n2,train_fixed_n2,train,high_low,0.0,2409.13,0.0073285,1.0,4.3,2.0,46.7,2.5,fields/v43_tr_n2_radial_plus__high_low.npz,structure_features/v43_tr_n2_radial_plus__high_low.npz
v43_structure,v43_tr_n2_radial_plus__low_high,train_fixed_n2,train_fixed_n2,train,low_high,0.0,1141.205,0.0405195,1.0,4.3,2.0,46.7,2.5,fields/v43_tr_n2_radial_plus__low_high.npz,structure_features/v43_tr_n2_radial_plus__low_high.npz
v43_structure,v43_tr_n2_radial_plus__high_high,train_fixed_n2,train_fixed_n2,train,high_high,0.0,2409.13,0.0405195,1.0,4.3,2.0,46.7,2.5,fields/v43_tr_n2_radial_plus__high_high.npz,structure_features/v43_tr_n2_radial_plus__high_high.npz
v43_structure,v43_tr_n2_vertical_minus__center,train_fixed_n2,train_fixed_n2,train,center,0.0,1758.995,0.017931,1.0,3.5,2.0,47.5,2.0,fields/v43_tr_n2_vertical_minus__center.npz,structure_features/v43_tr_n2_vertical_minus__center.npz
v43_structure,v43_tr_n2_vertical_minus__low_low,train_fixed_n2,train_fixed_n2,train,low_low,0.0,1141.205,0.0073285,1.0,3.5,2.0,47.5,2.0,fields/v43_tr_n2_vertical_minus__low_low.npz,structure_features/v43_tr_n2_vertical_minus__low_low.npz
v43_structure,v43_tr_n2_vertical_minus__high_low,train_fixed_n2,train_fixed_n2,train,high_low,0.0,2409.13,0.0073285,1.0,3.5,2.0,47.5,2.0,fields/v43_tr_n2_vertical_minus__high_low.npz,structure_features/v43_tr_n2_vertical_minus__high_low.npz
v43_structure,v43_tr_n2_vertical_minus__low_high,train_fixed_n2,train_fixed_n2,train,low_high,0.0,1141.205,0.0405195,1.0,3.5,2.0,47.5,2.0,fields/v43_tr_n2_vertical_minus__low_high.npz,structure_features/v43_tr_n2_vertical_minus__low_high.npz
v43_structure,v43_tr_n2_vertical_minus__high_high,train_fixed_n2,train_fixed_n2,train,high_high,0.0,2409.13,0.0405195,1.0,3.5,2.0,47.5,2.0,fields/v43_tr_n2_vertical_minus__high_high.npz,structure_features/v43_tr_n2_vertical_minus__high_high.npz
v43_structure,v43_tr_n2_vertical_plus__center,train_fixed_n2,train_fixed_n2,train,center,0.0,1758.995,0.017931,1.0,3.5,2.0,47.5,3.0,fields/v43_tr_n2_vertical_plus__center.npz,structure_features/v43_tr_n2_vertical_plus__center.npz
v43_structure,v43_tr_n2_vertical_plus__low_low,train_fixed_n2,train_fixed_n2,train,low_low,0.0,1141.205,0.0073285,1.0,3.5,2.0,47.5,3.0,fields/v43_tr_n2_vertical_plus__low_low.npz,structure_features/v43_tr_n2_vertical_plus__low_low.npz
v43_structure,v43_tr_n2_vertical_plus__high_low,train_fixed_n2,train_fixed_n2,train,high_low,0.0,2409.13,0.0073285,1.0,3.5,2.0,47.5,3.0,fields/v43_tr_n2_vertical_plus__high_low.npz,structure_features/v43_tr_n2_vertical_plus__high_low.npz
v43_structure,v43_tr_n2_vertical_plus__low_high,train_fixed_n2,train_fixed_n2,train,low_high,0.0,1141.205,0.0405195,1.0,3.5,2.0,47.5,3.0,fields/v43_tr_n2_vertical_plus__low_high.npz,structure_features/v43_tr_n2_vertical_plus__low_high.npz
v43_structure,v43_tr_n2_vertical_plus__high_high,train_fixed_n2,train_fixed_n2,train,high_high,0.0,2409.13,0.0405195,1.0,3.5,2.0,47.5,3.0,fields/v43_tr_n2_vertical_plus__high_high.npz,structure_features/v43_tr_n2_vertical_plus__high_high.npz
v43_structure,v43_tr_n2_width_minus__center,train_fixed_n2,train_fixed_n2,train,center,0.0,1758.995,0.017931,0.925,3.65,2.0,47.5,2.5,fields/v43_tr_n2_width_minus__center.npz,structure_features/v43_tr_n2_width_minus__center.npz
v43_structure,v43_tr_n2_width_minus__low_low,train_fixed_n2,train_fixed_n2,train,low_low,0.0,1141.205,0.0073285,0.925,3.65,2.0,47.5,2.5,fields/v43_tr_n2_width_minus__low_low.npz,structure_features/v43_tr_n2_width_minus__low_low.npz
v43_structure,v43_tr_n2_width_minus__high_low,train_fixed_n2,train_fixed_n2,train,high_low,0.0,2409.13,0.0073285,0.925,3.65,2.0,47.5,2.5,fields/v43_tr_n2_width_minus__high_low.npz,structure_features/v43_tr_n2_width_minus__high_low.npz
v43_structure,v43_tr_n2_width_minus__low_high,train_fixed_n2,train_fixed_n2,train,low_high,0.0,1141.205,0.0405195,0.925,3.65,2.0,47.5,2.5,fields/v43_tr_n2_width_minus__low_high.npz,structure_features/v43_tr_n2_width_minus__low_high.npz
v43_structure,v43_tr_n2_width_minus__high_high,train_fixed_n2,train_fixed_n2,train,high_high,0.0,2409.13,0.0405195,0.925,3.65,2.0,47.5,2.5,fields/v43_tr_n2_width_minus__high_high.npz,structure_features/v43_tr_n2_width_minus__high_high.npz
v43_structure,v43_tr_n2_width_plus__center,train_fixed_n2,train_fixed_n2,train,center,0.0,1758.995,0.017931,1.075,3.35,2.0,47.5,2.5,fields/v43_tr_n2_width_plus__center.npz,structure_features/v43_tr_n2_width_plus__center.npz
v43_structure,v43_tr_n2_width_plus__low_low,train_fixed_n2,train_fixed_n2,train,low_low,0.0,1141.205,0.0073285,1.075,3.35,2.0,47.5,2.5,fields/v43_tr_n2_width_plus__low_low.npz,structure_features/v43_tr_n2_width_plus__low_low.npz
v43_structure,v43_tr_n2_width_plus__high_low,train_fixed_n2,train_fixed_n2,train,high_low,0.0,2409.13,0.0073285,1.075,3.35,2.0,47.5,2.5,fields/v43_tr_n2_width_plus__high_low.npz,structure_features/v43_tr_n2_width_plus__high_low.npz
v43_structure,v43_tr_n2_width_plus__low_high,train_fixed_n2,train_fixed_n2,train,low_high,0.0,1141.205,0.0405195,1.075,3.35,2.0,47.5,2.5,fields/v43_tr_n2_width_plus__low_high.npz,structure_features/v43_tr_n2_width_plus__low_high.npz
v43_structure,v43_tr_n2_width_plus__high_high,train_fixed_n2,train_fixed_n2,train,high_high,0.0,2409.13,0.0405195,1.075,3.35,2.0,47.5,2.5,fields/v43_tr_n2_width_plus__high_high.npz,structure_features/v43_tr_n2_width_plus__high_high.npz
v43_structure,v43_tr_n2_height_minus__center,train_fixed_n2,train_fixed_n2,train,center,0.0,1758.995,0.017931,0.925,3.5,2.0,47.5,2.5,fields/v43_tr_n2_height_minus__center.npz,structure_features/v43_tr_n2_height_minus__center.npz
v43_structure,v43_tr_n2_height_minus__low_low,train_fixed_n2,train_fixed_n2,train,low_low,0.0,1141.205,0.0073285,0.925,3.5,2.0,47.5,2.5,fields/v43_tr_n2_height_minus__low_low.npz,structure_features/v43_tr_n2_height_minus__low_low.npz
v43_structure,v43_tr_n2_height_minus__high_low,train_fixed_n2,train_fixed_n2,train,high_low,0.0,2409.13,0.0073285,0.925,3.5,2.0,47.5,2.5,fields/v43_tr_n2_height_minus__high_low.npz,structure_features/v43_tr_n2_height_minus__high_low.npz
